"Reference","Source Location","Destination Location","Contact","Scheduled Date","Source Document","Status","Activity Exception Decoration"
"INT/230127930","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015361","Ready",""
"INT/230127931","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015362","Ready",""
"INT/230127935","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015365","Ready",""
"INT/230127936","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015366","Ready",""
"INT/230127938","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015368","Ready",""
"INT/230127937","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015367","Ready",""
"INT/230127941","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015371","Ready",""
"INT/230127942","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015372","Ready",""
"INT/230127943","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015373","Ready",""
"INT/230127944","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015374","Ready",""
"INT/230127945","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015375","Ready",""
"INT/230127946","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015376","Ready",""
"INT/230127949","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015379","Ready",""
"INT/230127948","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015378","Ready",""
"INT/230127950","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015380","Ready",""
"INT/230127952","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015382","Ready",""
"INT/230127951","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015381","Ready",""
"INT/230127953","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015383","Ready",""
"INT/230127955","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015384","Ready",""
"INT/230127957","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015386","Ready",""
"INT/230127956","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015385","Ready",""
"INT/230128016","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015387","Ready",""
"INT/230128017","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015388","Ready",""
"INT/230128018","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015389","Ready",""
"INT/230128123","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015390","Ready",""
"INT/230128126","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015391","Ready",""
"INT/230128129","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015392","Ready",""
"INT/230128132","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015393","Ready",""
"INT/230128134","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015394","Ready",""
"INT/230128135","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015395","Ready",""
"INT/230128136","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015396","Ready",""
"INT/230128138","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015397","Ready",""
"INT/230128143","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015398","Ready",""
"INT/230128145","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015399","Ready",""
"INT/230128147","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015400","Ready",""
"INT/230128148","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015401","Ready",""
"INT/230128149","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015402","Ready",""
"INT/230128150","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015403","Ready",""
"INT/230128151","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015404","Ready",""
"INT/230128154","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015405","Ready",""
"INT/230128155","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015406","Ready",""
"INT/230128156","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015407","Ready",""
"INT/230128163","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015408","Ready",""
"INT/230128164","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015409","Ready",""
"INT/230128166","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015410","Ready",""
"INT/230128169","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015412","Ready",""
"INT/230128171","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015414","Ready",""
"INT/230128175","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015416","Ready",""
"INT/230128178","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015418","Ready",""
"INT/230128182","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015419","Ready",""
"INT/230128183","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015420","Ready",""
"INT/230128184","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015421","Ready",""
"INT/230128185","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015422","Ready",""
"INT/230128188","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015423","Ready",""
"INT/230128193","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-13 00:00:00","MO/230015424","Ready",""
"INT/230128200","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015425","Ready",""
"INT/230128201","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015426","Ready",""
"INT/230128202","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015427","Ready",""
"INT/230128203","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015428","Ready",""
"INT/230128204","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015429","Ready",""
"INT/230128205","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015430","Ready",""
"INT/230128206","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015431","Ready",""
"INT/230128207","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015432","Ready",""
"INT/230128208","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015433","Ready",""
"INT/230128209","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015434","Ready",""
"INT/230128210","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015435","Ready",""
"INT/230128214","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015436","Ready",""
"INT/230128215","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015437","Ready",""
"INT/230128216","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015438","Ready",""
"INT/230128217","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015439","Ready",""
"INT/230128219","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015440","Ready",""
"INT/230128220","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015441","Ready",""
"INT/230128222","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015443","Ready",""
"INT/230128223","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015444","Ready",""
"INT/230128225","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015445","Ready",""
"INT/230128229","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015446","Ready",""
"INT/230128235","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015450","Ready",""
"INT/230128241","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015451","Ready",""
"INT/230128242","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015452","Ready",""
"INT/230128244","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015453","Ready",""
"INT/230128245","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015454","Ready",""
"INT/230128249","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015455","Ready",""
"INT/230128250","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015456","Ready",""
"INT/230128251","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015457","Ready",""
"INT/230128253","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015458","Ready",""
"INT/230128254","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015459","Ready",""
"INT/230128256","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015460","Ready",""
"INT/230128257","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015461","Ready",""
"INT/230128258","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015462","Ready",""
"INT/230128260","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015464","Ready",""
"INT/230128263","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015465","Ready",""
"INT/230128264","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015466","Ready",""
"INT/230128266","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015467","Ready",""
"INT/230128267","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015468","Ready",""
"INT/230128277","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015472","Ready",""
"INT/230128276","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015471","Ready",""
"INT/230128281","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015473","Ready",""
"INT/230128284","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015474","Ready",""
"INT/230128286","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015476","Ready",""
"INT/230128290","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015479","Ready",""
"INT/230128292","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015480","Ready",""
"INT/230128293","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015481","Ready",""
"INT/230128296","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015483","Ready",""
"INT/230128297","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015484","Ready",""
"INT/230128298","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015485","Ready",""
"INT/230128299","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015486","Ready",""
"INT/230128300","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015487","Ready",""
"INT/230128301","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015488","Ready",""
"INT/230128302","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015489","Ready",""
"INT/230128304","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015491","Ready",""
"INT/230128303","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015490","Ready",""
"INT/230128309","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015492","Ready",""
"INT/230128310","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015493","Ready",""
"INT/230128311","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015494","Ready",""
"INT/230128312","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015495","Ready",""
"INT/230128313","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015496","Ready",""
"INT/230128314","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015497","Ready",""
"INT/230128407","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015498","Ready",""
"INT/230128432","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015499","Ready",""
"INT/230128437","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015501","Ready",""
"INT/230128445","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015503","Ready",""
"INT/230128453","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015504","Ready",""
"INT/230128464","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015505","Ready",""
"INT/230128470","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015507","Ready",""
"INT/230128469","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015506","Ready",""
"INT/230128471","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015508","Ready",""
"INT/230128472","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015509","Ready",""
"INT/230128476","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015510","Ready",""
"INT/230128478","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015512","Ready",""
"INT/230128477","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015511","Ready",""
"INT/230128479","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015513","Ready",""
"INT/230128480","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015514","Ready",""
"INT/230128484","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015515","Ready",""
"INT/230128833","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015518","Ready",""
"INT/230128834","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015519","Ready",""
"INT/230128843","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015520","Ready",""
"INT/230128882","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015521","Ready",""
"INT/230128883","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015522","Ready",""
"INT/230128924","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015523","Ready",""
"INT/230128925","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015524","Ready",""
"INT/230128941","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015525","Ready",""
"INT/230129131","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015526","Ready",""
"INT/230129169","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015527","Ready",""
"INT/230129176","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015528","Ready",""
"INT/230129180","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015529","Ready",""
"INT/230129187","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015530","Ready",""
"INT/230129195","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015531","Ready",""
"INT/230130132","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015533","Ready",""
"INT/230131224","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015534","Ready",""
"INT/230129353","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015544","Ready",""
"INT/230129376","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015545","Ready",""
"INT/230129459","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015547","Ready",""
"INT/230129460","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015548","Ready",""
"INT/230129461","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015549","Ready",""
"INT/230129462","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015550","Ready",""
"INT/230129463","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015551","Ready",""
"INT/230129464","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015552","Ready",""
"INT/230129476","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015553","Ready",""
"INT/230129589","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015560","Ready",""
"INT/230129590","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015561","Ready",""
"INT/230129592","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015562","Ready",""
"INT/230129598","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015563","Ready",""
"INT/230129604","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015564","Ready",""
"INT/230129608","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015565","Ready",""
"INT/230129609","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015566","Ready",""
"INT/230129613","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015567","Ready",""
"INT/230129630","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015568","Ready",""
"INT/230129634","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015569","Ready",""
"INT/230129635","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015570","Ready",""
"INT/230129640","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015571","Ready",""
"INT/230129641","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015572","Ready",""
"INT/230129671","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015573","Ready",""
"INT/230129672","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015574","Ready",""
"INT/230129674","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015576","Ready",""
"INT/230130415","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-16 00:00:00","MO/230015583","Ready",""
"INT/230130806","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015592","Waiting",""
"INT/230130811","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015593","Waiting",""
"INT/230130813","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015594","Waiting",""
"INT/230130814","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015595","Waiting",""
"INT/230130829","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015596","Waiting",""
"INT/230130840","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015598","Waiting",""
"INT/230130846","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015599","Waiting",""
"INT/230130848","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015600","Waiting",""
"INT/230130852","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015601","Waiting",""
"INT/230130887","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-14 00:00:00","MO/230015602","Waiting",""
"INT/230130899","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015603","Waiting",""
"INT/230130904","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-17 00:00:00","MO/230015604","Waiting",""
"INT/230130908","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015605","Waiting",""
"INT/230130912","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-18 00:00:00","MO/230015606","Waiting",""
"INT/230130918","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-06 00:00:00","MO/230015607","Waiting",""
"INT/230130965","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015608","Waiting",""
"INT/230131026","JTK 2/Stock/RM","JTK 2/Staging Olah","","2023-03-15 00:00:00","MO/230015610","Waiting",""
"INT/230131136","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015612","Waiting",""
"INT/230131143","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015613","Waiting",""
"INT/230131144","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015614","Waiting",""
"INT/230131145","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015615","Waiting",""
"INT/230131149","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015617","Waiting",""
"INT/230131148","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015616","Waiting",""
"INT/230131150","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015618","Waiting",""
"INT/230131151","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015619","Waiting",""
"INT/230131229","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015622","Waiting",""
"INT/230131228","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015621","Waiting",""
"INT/230131227","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015620","Waiting",""
"INT/230131231","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015625","Waiting",""
"INT/230131230","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015623","Waiting",""
"INT/230131233","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015626","Waiting",""
"INT/230131232","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015624","Waiting",""
"INT/230131240","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015629","Waiting",""
"INT/230131239","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015628","Waiting",""
"INT/230131243","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015632","Waiting",""
"INT/230131242","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015631","Waiting",""
"INT/230131241","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015630","Waiting",""
"INT/230131244","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015633","Waiting",""
"INT/230131295","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015634","Waiting",""
"INT/230131296","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015635","Waiting",""
"INT/230131297","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015636","Waiting",""
"INT/230131299","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-17 00:00:00","MO/230015637","Waiting",""
"INT/230131300","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015638","Waiting",""
"INT/230131335","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015640","Waiting",""
"INT/230131334","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-14 00:00:00","MO/230015639","Waiting",""
"INT/230131336","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-15 00:00:00","MO/230015641","Waiting",""
"INT/230131341","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015644","Waiting",""
"INT/230131340","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015643","Waiting",""
"INT/230131342","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015645","Waiting",""
"INT/230131350","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-18 00:00:00","MO/230015646","Waiting",""
"INT/230131359","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015648","Waiting",""
"INT/230131358","JTK 1/Stock/RM","JTK 1/Staging Olah","","2023-03-16 00:00:00","MO/230015647","Waiting",""
