FACTORY,ITEM CODE / BESAR BATCH,PROCESS TYPE,ROUTING TYPE,ITEM CODE,REFILL CODE,BULK CODE,ITEM NAME,REFILL NAME,BULK NAME,BULK SIZE PRIORITY,NUMBER OF COMPONENT,FM BULK SIZE (KG),MPQ OLAH (KG),MPQ SUPPLY KUNCI (KG),MPQ KEMAS (PCS),MPQ SUPPLY LOG (PCS),OUTPUT PRESSING (PCS/MIN),OUTPUT LABELLING (PCS/MIN),OUTPUT FILLING (PCS/MIN),OUTPUT FILLING/PACKING (PCS/MIN),LINE CODE WEIGHING,LINE CODE PREMIX,LINE CODE MILLING,LINE CODE MIXING,LINE CODE GRINDING,LINE CODE ADJUST,LINE CODE QC BULK,LINE CODE SIEVING,LINE CODE LABELLING,LINE CODE PRESSING,LINE CODE FILLING,LINE CODE FILLING/PACKING,LEADTIME WEIGHING (MIN),LEADTIME PREMIX (HOUR),LEADTIME MILLING (HOUR),LEADTIME MIXING (HOUR),LEADTIME GRINDING (HOUR),LEADTIME ADJUST (HOUR),LEADTIME QC BULK (HOUR),LEADTIME SIEVING (HOUR),LEADTIME LABELLING (HOUR),LEADTIME PRESSING (HOUR),LEADTIME FILLING (HOUR),LEADTIME FILLING/PACKING (HOUR),LEADTIME QC FG (HOUR),LEADTIME KARANTINA (HOUR),TOTAL LEADTIME (DAYS),JUMLAH OPERATOR WEIGHING,JUMLAH OPERATOR PREMIX,JUMLAH OPERATOR MILLING,JUMLAH OPERATOR MIXING,JUMLAH OPERATOR GRINDING,JUMLAH OPERATOR QC BULK,JUMLAH OPERATOR SIEVING,JUMLAH OPERATOR LABELLING,JUMLAH OPERATOR PRESSING,JUMLAH OPERATOR FILLING,JUMLAH OPERATOR FILLING/PACKING,STATUS PEARLIZE,PDT PREMIX CUCI KASAR (HOUR),PDT PREMIX CUCI BERSIH (HOUR),PDT MILLING CUCI KASAR (HOUR),PDT MILLING CUCI BERSIH (HOUR),PDT MIXING CUCI KASAR (HOUR),PDT MIXING CUCI BERSIH (HOUR),PDT GRINDING CUCI KASAR (HOUR),PDT GRINDING CUCI BERSIH (HOUR),SET UP MESIN AWAL (MIN),SET UP MESIN LANJUTAN (MIN),PERSIAPAN (MIN),HELLOM TIME (MIN),GANTI KAIN (MIN),BBM (MIN),CHANGE OVER (MIN),CUCI MESIN (MIN),PENCAIRAN BULK (MIN),WARNA BULK,ASUMSI JUMLAH SHIFT,PDT TANPA CO (HOUR),PDT DENGAN CO (HOUR),LEADTIME KOTOR PREMIX (HOUR),LEADTIME KOTOR MILLING (HOUR),LEADTIME KOTOR MIXING (HOUR),LEADTIME KOTOR LABELLING (HOUR),LEADTIME KOTOR PRESSING (HOUR),LEADTIME KOTOR FILLING (HOUR),LEADTIME KOTOR FILLING/PACKING (HOUR),SHRINK MACHINE,LAST MODIFIED ON,LAST MODIEFIED BY,NOTES
JTK02,HBL-NFSV2-WL/169,STD,LR02,HBL-NFSV2-WL,,HBL-V2-BULK,NFS Wonderly Brightening Serum Body Lotion Royale 10 ml,,Wonderly Brightening Serum Body Lotion Royale,NOMINAL_LINE,1,169,169,154,12190,12321,,,60,20,LWE01,,,LVL07,,LVL07,QC BULK,,,,TUP08B,MAP01,60,,,5,,0,1,,,,3.38611111111111,10.1583333333333,0.3,2,4,,,,,,1,,,,3,8,-,,,,,0,1.5,,,30,0,0,10,0,0,0,30,0,terang,1,1.16666666666667,1.16666666666667,,,6.5,,,4.55277777777778,11.325,No,2022-09-01 13:46,Odilia Indira Saraswati,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK02,HBL-NFSV2-WL/145,STD,,HBL-NFSV2-WL,,HBL-V2-BULK,NFS Wonderly Brightening Serum Body Lotion Royale 10 ml,,Wonderly Brightening Serum Body Lotion Royale,NOMINAL_LINE,1,145,145,130,0,0,,,,,LWE01,,,LVL07,,LVL07,QC BULK,,,,,,60,,,5,,0,1,,,,,,0.3,2,4,,,,,,1,,,,,,-,,,,,0,1.5,,,0,0,0,0,0,0,0,0,0,terang,0,0,0,,,6.5,,,,,No,2022-09-01 13:46,Odilia Indira Saraswati,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK02,HBL-NFSV2-WL/133,STD,LR02,HBL-NFSV2-WL,,HBL-V2-BULK,NFS Wonderly Brightening Serum Body Lotion Royale 10 ml,,Wonderly Brightening Serum Body Lotion Royale,SECONDARY_LINE,1,133,133,118,10299,10300,,,60,20,LWE02,,,LVL07,,LVL07,QC BULK,,,,TUP08B,MAP01,60,,,5,,0,1,,,,2.86083333333333,8.5825,0.3,2,4,,,,,,1,,,,3,8,-,,,,,0,1.5,,,30,0,0,10,0,0,0,30,0,terang,1,1.16666666666667,1.16666666666667,,,6.5,,,4.0275,9.74916666666667,No,2022-09-01 13:46,Odilia Indira Saraswati,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
JTK02,BBC-BBN-EM20ML/500,STD,LR01,BBC-BBN-EM20ML,,BBC-BBN-BULK,Emina Beauty Bliss BB Cream Natural 20 ml (Pc(s)),,Beauty Bliss BB Cream Natural,NOMINAL_LINE,1,500,500,500,20764,21390,,,60,,LWE01,,,LVL01,,LVL01,QC BULK,,,,TUP06,,60,,,12,,4,1,,,,5.76777777777778,,0.3,2,5,,,,,,1,,,,3,,-,,,,,0,2,,,25,0,0,10,0,0,25,0,0,gelap,0,0.583333333333333,1,,,14,,,6.35111111111111,,No,2022-03-22 16:14,OdooBot,
JTK01,B-IPQSP12-W/100,STD,PR01,B-IPQSP12-W,,B-IPQSP12-BULK,Instaperfect QUICKMATTE Loose Powder 22 Light Ivory 9 g,,Instaperfect QUICKMATTE Loose Powder 22 Light Ivory,SECONDARY_LINE,1,100,100,100,9888,10184,,,,18,PWE01,,,PSM01,PVT01,PSM01,QC BULK,PMS01,,,,LPP02,65,,,2.5,1.5,5,0.5,1,,,,9.15555555555556,0.5,2,5,2,,,1,1,1,1,,,,9,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,30,0,-,0,0.916666666666667,0.916666666666667,,,3.5,,,,10.0722222222222,No,2022-09-09 00:46,Maryam Hadi,
JTK01,B-IPQSP12-W/80,STD,PR01,B-IPQSP12-W,,B-IPQSP12-BULK,Instaperfect QUICKMATTE Loose Powder 22 Light Ivory 9 g,,Instaperfect QUICKMATTE Loose Powder 22 Light Ivory,SECONDARY_LINE,1,80,80,80,8160,8405,,,,18,PWE01,,,PSM01,PVT01,PSM01,QC BULK,RUSSEL02,,,,LPP02,65,,,2,1.5,5,0.5,1,,,,7.55555555555556,0.5,2,5,2,,,1,1,1,1,,,,9,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,5,0,0,30,0,-,3,0.916666666666667,0.916666666666667,,,3,,,,8.47222222222222,No,2022-09-09 00:46,Maryam Hadi,
JTK01,B-IPQSP12-W/20,STD,PR01,B-IPQSP12-W,,B-IPQSP12-BULK,Instaperfect QUICKMATTE Loose Powder 22 Light Ivory 9 g,,Instaperfect QUICKMATTE Loose Powder 22 Light Ivory,NOMINAL_LINE,1,20,20,20,2016,2076,,,,18,PWE01,,,PSM06,PVT06,PSM06,QC BULK,PMS01,,,,LPP02,55,,,1.5,1.5,5,0.5,1,,,,1.86666666666667,0.5,2,5,2,,,1,1,1,1,,,,9,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,30,0,-,0,0.916666666666667,0.916666666666667,,,2.5,,,,2.78333333333333,No,2022-09-09 00:46,Maryam Hadi,
JTK02,MY-SRMRRYUMS-W/200,STD,LR15,MY-SRMRRYUMS-W,,SRM-RRYUMS-BULK,Malaysia Wardah Renew You Intensive Serum 30 ml (Pc(s)),,Wardah Renew You Intensive Serum,NOMINAL_LINE,1,200,200,185,5883,6178,,,,8,LWE02,,,LVL07,,LVL07,QC BULK,,,,,EMP07,60,,,6,,0,1,,,,,12.25625,0.3,2,3,,,,,,1,,,,,8,-,,,,,0,1.5,,,30,10,0,20,0,10,0,30,0,terang,2,1.66666666666667,1.66666666666667,,,7.5,,,,13.9229166666667,No,2022-06-30 06:40,Maryam Hadi,
JTK06,L-W2TEMC12-W4GR/0,STD,RR01,L-W2TEMC12-W4GR,,,Wardah Tester Exclusive Matte Lip Cream 12 Plum It Up 4 gr (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK01,TC-RIPMFPF13-W/40,STD,PR01,TC-RIPMFPF13-W,,TC-IPMFPF13-BULK,Wardah Refill Instaperfect MATTE FIT Powder Foundation 13. BEIGE 13 g,,Instaperfect MATTE FIT Powder Foundation 13 Beige,NOMINAL_LINE,1,40,40,40,2523,2598,,,,28,PWE01,,,PSM11,PAP01,PSM11,QC BULK,RUSSEL01,,,,PNP02,60,,,3,2,4.5,0.5,1,,,,1.50178571428571,0.5,14,4,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,4,,,,2.58511904761905,No,2022-06-30 06:23,Maryam Hadi,
JTK02,CUS-HLGCW30-MO/50,STD,LR04,CUS-HLGCW30-MO,,CUS-HLGCW30-BULK,MAKE OVER Hydrastay Lite Glow Cushion W30 Creme Beige 15 g,,MAKE OVER Hydrastay Lite Glow Cushion W30 Creme Beige,SECONDARY_LINE,1,50,50,41,2496,2596,,,,17,LWE02,,LRM02,LVL05,,LVL05,QC BULK,,,,,CUP01,69,,2.5,6,,2,1,,,,,2.44705882352941,0.3,2,9,,,,,,1,,,,,13,-,,,0,1.5,0,2,,,40,0,0,10,0,0,0,120,0,gelap,2,2.83333333333333,2.83333333333333,,4,8,,,,5.28039215686275,No,2022-08-25 09:17,Odilia Indira Saraswati,
JTK02,CUS-HLGCW30-MO/30,STD,LR04,CUS-HLGCW30-MO,,CUS-HLGCW30-BULK,MAKE OVER Hydrastay Lite Glow Cushion W30 Creme Beige 15 g,,MAKE OVER Hydrastay Lite Glow Cushion W30 Creme Beige,NOMINAL_LINE,1,30,30,23.2,1296,1512,,,,17,LWE02,,LRM01,LVL05,,LVL05,QC BULK,,,,,CUP01,60,,2.5,6,,2,1,,,,,1.27058823529412,0.3,2,9,,,,,,1,,,,,13,-,,,0,1.5,0,2.5,,,40,0,0,10,0,0,0,120,0,gelap,2,2.83333333333333,2.83333333333333,,4,8.5,,,,4.10392156862745,No,2022-08-25 09:17,Odilia Indira Saraswati,
JTK02,F-IPSF13-W/350,STD,LR20,F-IPSF13-W,,F-IPSF13-BULK,Instaperfect SKINFOCUS Cover Foundation 32 True Beige 30 ml,,Instaperfect SKINFOCUS Cover Foundation 32 True Beige,SECONDARY_LINE,1,350,350,325,10000,10300,,,60,10,LWE01,LMX01A,LRM01,LVL01,,LVL01,QC BULK,,,,TUP06,MIP08,90,2,6,10,,3,1,,,,2.77777777777778,16.6666666666667,0.3,2,5,,,,,,1,,,,3,6,-,0,1.5,0,1.5,0,3,,,40,0,0,10,0,0,120,70,0,gelap,0,2,4,3.5,7.5,13,,,4.77777777777778,18.6666666666667,No,2022-06-29 14:09,Dhyah Ayu Saraswati Devany,
JTK02,F-IPSF13-W/240,STD,LR20,F-IPSF13-W,,F-IPSF13-BULK,Instaperfect SKINFOCUS Cover Foundation 32 True Beige 30 ml,,Instaperfect SKINFOCUS Cover Foundation 32 True Beige,SECONDARY_LINE,1,240,240,215,5854,6157,,,60,10,LWE01,LMX01A,LRM01,LVL01,,LVL01,QC BULK,,,,TUP06,MIP08,100,1,6,8,,4,1,,,,1.62611111111111,9.75666666666667,0.3,2,5,,,,,,1,,,,3,6,-,0,1,0,1.5,0,2.5,,,40,0,0,10,0,0,120,70,0,gelap,0,2,4,2,7.5,10.5,,,3.62611111111111,11.7566666666667,No,2022-06-29 14:09,Dhyah Ayu Saraswati Devany,
JTK02,F-IPSF13-W/120,STD,LR10,F-IPSF13-W,,F-IPSF13-BULK,Instaperfect SKINFOCUS Cover Foundation 32 True Beige 30 ml,,Instaperfect SKINFOCUS Cover Foundation 32 True Beige,NOMINAL_LINE,1,120,120,105,3032,3120,,,60,10,LWE02,,LRM01,LVL07,,LVL07,QC BULK,,,,TUP06,MIP08,75,,4,8,,3,1,,,,0.842222222222222,5.05333333333333,0.3,2,5,,,,,,1,,,,3,6,-,,,0,1.5,0,2.5,,,40,0,0,10,0,0,120,70,0,gelap,0,2,4,,5.5,10.5,,,2.84222222222222,7.05333333333333,No,2022-06-29 14:09,Dhyah Ayu Saraswati Devany,
JTK02,FW-BSN2-EM/3000,STD,LR01,FW-BSN2-EM,,FW-BS-BULK,Emina Bright Stuff Face Wash 100 ml,,Bright Stuff Face Wash BULK,NOMINAL_LINE,1,3000,3000,3000,29848,30002,,,60,,LWE02,,,LVL06,,LVL06,QC BULK,,,,TUP01,,90,,,10,,0,1,,,,8.29111111111111,,0.3,2,3,,,,,,1,,,,3,,-,,,,,0,1.5,,,20,10,0,20,0,10,20,0,0,terang,0,1,1.33333333333333,,,11.5,,,9.29111111111111,,No,2022-06-29 14:14,Dhyah Ayu Saraswati Devany,
JTK02,FW-BSN2-EM/2000,STD,LR01,FW-BSN2-EM,,FW-BS-BULK,Emina Bright Stuff Face Wash 100 ml,,Bright Stuff Face Wash BULK,SECONDARY_LINE,1,2000,2000,1910,19100,20055,,,60,,LWE02,,,LVL06,,LVL06,QC BULK,,,,TUP02,,90,,,10,,0,1,,,,5.30555555555556,,0.3,2,3,,,,,,1,,,,3,,-,,,,,0,1.5,,,20,0,0,10,0,0,20,0,0,terang,0,0.5,0.833333333333333,,,11.5,,,5.80555555555556,,No,2022-06-29 14:14,Dhyah Ayu Saraswati Devany,
JTK06,MY-TMAHC-W/0,STD,RR01,MY-TMAHC-W,,,Malaysia Wardah Tester Nature Daily Aloe Hydramild Moisturizer Cream 40 ml (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,2,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK01,TC-RRE03-W/300,STD,PR01,TC-RRE03-W,,TC-PC03-BULK,Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g,,PERFECT COVER TWC 03 MAPLE,SECONDARY_LINE,1,300,300,300,21240,21665,,,,56,PWE01,,,PSM18,PVT04,PSM18,QC BULK,RUSSEL01,,,,PNP04,160,,,5.5,8,3,0.5,1,,,,6.32142857142857,0.5,14,3,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1.5,0.5,0.75,15,0,5,0,21,5,0,40,0,-,0,1.43333333333333,1.43333333333333,,,7,,,,7.7547619047619,No,2022-08-31 23:05,Maryam Hadi,
JTK01,TC-RRE03-W/100,STD,PR01,TC-RRE03-W,,TC-PC03-BULK,Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g,,PERFECT COVER TWC 03 MAPLE,NOMINAL_LINE,1,100,100,100,7020,7230,,,,56,PWE01,,,PSM20,PVT09,PSM20,QC BULK,RUSSEL01,,,,PNP04,45,,,2.5,2.25,3,0.5,1,,,,2.08928571428571,0.5,14,3,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,3,5,0,40,0,-,0,1.13333333333333,1.13333333333333,,,3.5,,,,3.22261904761905,No,2022-08-31 23:05,Maryam Hadi,
JTK01,B-W3RELCP02-W14G/20,STD,PR01,B-W3RELCP02-W14G,,B-W1C1L02-BULK,Wardah Refill Evd Lum Compact Powder 02 Beige 14 g (Pc(s)),,Luminous Pressed Powder 02,NOMINAL_LINE,1,20,20,20,1029,1060,,,,28,PWE01,,,PSM07,PVT07,PSM07,QC BULK,RUSSEL01,,,,PNP02,65,,,2,2,3,0.5,1,,,,0.6125,0.5,14,5,2,,,1,1,1,1,,,,11,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,40,0,-,0,1.08333333333333,1.08333333333333,,,3,,,,1.69583333333333,No,2022-08-12 06:41,OdooBot,
JTK02,M-AGNC-W17ML/400,STD,LR15,M-AGNC-W17ML,,M-AGNC-BULK,Wardah Renew You Anti Aging Night Cream 17 ml (pc(s)),,Renew You Anti Aging Night Cream Bulk,NOMINAL_LINE,1,400,400,370,20160,21168,,,,60,LWE01,,,LVL03,,LVL03,QC BULK,,,,,TUP07,70,,,5.5,,0,1,,,,,5.6,0.3,2,5,,,,,,1,,,,,3,-,,,,,0,2.5,,,40,0,0,10,0,0,60,120,0,terang,0,2.83333333333333,3.83333333333333,,,8,,,,8.43333333333333,No,2022-08-03 07:06,Administrator,
JTK02,M-AGNC-W17ML/200,STD,LR15,M-AGNC-W17ML,,M-AGNC-BULK,Wardah Renew You Anti Aging Night Cream 17 ml (pc(s)),,Renew You Anti Aging Night Cream Bulk,SECONDARY_LINE,1,200,200,185,10080,10584,,,,60,LWE02,,,LVL07,,LVL07,QC BULK,,,,,TUP07,60,,,5,,0,1,,,,,2.8,0.3,2,5,,,,,,1,,,,,3,-,,,,,0,2.5,,,40,0,0,10,0,0,60,120,0,terang,0,2.83333333333333,3.83333333333333,,,7.5,,,,5.63333333333333,No,2022-08-03 07:06,Administrator,
JTK06,MY-BBCLL-W15ML/0,STD,RR01,MY-BBCLL-W15ML,,,Malaysia Wardah Lightening BB Cream Light 15 ml (pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,16,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00138888888888889,0.5,2,5,,,,,,1,,,,,4,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501388888888889,No,2022-06-15 21:52,Suniarsih Utami,
JTK06,SHAR-SM-MO/0,STD,RR03,SHAR-SM-MO,,,MAKE OVER Small Sharpener (Pc(s)),,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK06,MY-TBBCEN-W30ML/0,STD,RR01,MY-TBBCEN-W30ML,,,Wardah Tester Everyday BB Cream Natural SPF 30 30 ml,,,NOMINAL_LINE,,0,0,0,1,1,,,,10,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,0.00166666666666667,0.5,2,3,,,,,,1,,,,,3,-,,,,,,,,,,,30,,,,,,,-,1,0.5,0.5,,,,,,,0.501666666666667,No,2022-03-22 16:14,OdooBot,
JTK04,BOTP-PTMSE20-MO/0,SFGPack,SR12,BOTP-PTMSE20-MO,,,Bottle Print Powerstay TMLC Nude Colors SE 20 MO,,,NOMINAL_LINE,,0,0,0,1,1,,2,,,,,,,,,QC BULK,,SDP01,,,,,,,,,0,0,,0.00833333333333333,,,,0,0,5,,,,,,1,,1,,,,-,,,,,,,,,0,0,10,5,0,0,0,0,0,-,,0.25,0.25,,,,0.258333333333333,,,,No,2022-03-22 16:14,OdooBot,
JTK06,P-LHRM-W/0,STD,RR01,P-LHRM-W,,,Wardah Lightening Hampers Ramadan Untuk Mencerahkan,,,NOMINAL_LINE,,0,0,0,25000,25000,,,,3,,,,,,,QC BULK,,,,,VMP10,,,,,,0,0,,,,,138.888888888889,0.5,2,4,,,,,,1,,,,,3,-,,,,,,,,,,,15,,,,,,,-,,0.25,0.25,,,,,,,139.138888888889,No,2022-03-22 16:14,OdooBot,
JTK02,SRM-NFSNZ-TA/19,STD,LR15,SRM-NFSNZ-TA,,SRM-NS-BULK,NFS TAVI 10% Niacinamide + Zinc Acne Solution Serum,,Tavi 10% Niacinamide + Zinc Acne Solution Serum,NOMINAL_LINE,1,19,19,15,1580,1650,,,,9,LWE02,,,LVL04,,LVL04,QC BULK,,,,,BOP06,60,,,4,,0,1,,,,,2.92592592592593,,,4,,,,,,1,,,,,8,-,,,,,0,1.5,,,30,0,0,10,0,0,0,20,0,terang,4,1,1,,,5.5,,,,3.92592592592593,No,2022-06-16 00:26,Fawziah Ghina Saraswati,
JTK04,L-IPEI05-W/3,STD,SR09,L-IPEI05-W,,L-IPEI05-BULK,Wardah Instaperfect Everlast Intense Matte Liquid 05 SPLENDID 4.2 g,,Wardah Instaperfect Everlast Intense Matte Liquid 05 SPLENDID,NOMINAL_LINE,1,3,3,2.75,444,467,,,,12,SWE01,SMU01,SRM06,SVB06,,SVB06,QC BULK,,,,,BTP02,45,0.75,1,2.5,,4,0.5,,,,,0.616666666666667,0.5,2,5,2,1,1,1,,1,,,,,6,-,0,0.25,0,0.25,0,1,,,0,0,5,10,0,0,0,0.25,0,-,0,0.254166666666667,0.254166666666667,1,1.25,3.5,,,,0.870833333333333,No,2022-08-12 06:41,OdooBot,
JTK02,P-CSTK-W/150,COPACKING,LR02,P-CSTK-W,SRM-RWSIBSNP-W,SRM-RWSIBS-BULK,Wardah Crystal Secret Radiant Skin Starter Kit,Wardah Crystal Secret Dark Spot & Brightening Serum 5 ml <SFG>,Wardah Crystal Secret Dark Spot & Brightening Serum,SECONDARY_LINE,3,150,50,45,7164,7380,,,5,5,LWE02,,,LVL05,,LVL05,QC BULK,,,,LLIP11,MIP08,60,,,5,,0,1,,,,23.88,23.88,0.3,2,5,,,,,,1,,,,2,7,-,,,,,0,1.5,,,30,20,0,30,0,20,30,60,0,gelap,0,2.66666666666667,3.16666666666667,,,6.5,,,26.5466666666667,26.5466666666667,No,2022-06-08 09:59,Dhyah Ayu Saraswati Devany,
JTK02,P-CSTK-W/120,COPACKING,LR02,P-CSTK-W,SRM-RWSIBSNP-W,SRM-RWSIBS-BULK,Wardah Crystal Secret Radiant Skin Starter Kit,Wardah Crystal Secret Dark Spot & Brightening Serum 5 ml <SFG>,Wardah Crystal Secret Dark Spot & Brightening Serum,SECONDARY_LINE,3,120,40,36,5982,6162,,,5,5,LWE02,,,LVL05,,LVL05,QC BULK,,,,LLIP11,MIP08,25,,,4.31,,0,1,,,,19.94,19.94,0.3,2,5,,,,,,1,,,,2,7,-,,,,,0,1.5,,,30,20,0,30,0,20,30,60,0,gelap,0,2.66666666666667,3.16666666666667,,,5.81,,,22.6066666666667,22.6066666666667,No,2022-06-08 09:59,Dhyah Ayu Saraswati Devany,
JTK02,P-CSTK-W/435,COPACKING,LR02,P-CSTK-W,M-RWSDCNP-W,M-RWSDC-BULK,Wardah Crystal Secret Radiant Skin Starter Kit,Wardah Crystal Secret Brightening Day Cream 9 ml <SFG>,Wardah Crystal Secret Brightening Day Cream,SECONDARY_LINE,2,435,145,130,13000,13650,,,7,5,LWE02,,,LVL07,,LVL07,QC BULK,,,,EMP02B,MIP08,60,,,5,,0,1,,,,30.952380952381,43.3333333333333,0.3,2,5,,,,,,1,,,,5,7,-,,,,,0,1.5,,,30,40,0,50,0,40,0,40,0,gelap,2,3.33333333333333,3.33333333333333,,,6.5,,,34.2857142857143,46.6666666666667,No,2022-06-08 09:59,Dhyah Ayu Saraswati Devany,
JTK02,P-CSTK-W/405,COPACKING,LR02,P-CSTK-W,M-RWSDCNP-W,M-RWSDC-BULK,Wardah Crystal Secret Radiant Skin Starter Kit,Wardah Crystal Secret Brightening Day Cream 9 ml <SFG>,Wardah Crystal Secret Brightening Day Cream,SECONDARY_LINE,2,405,135,120,12471,13095,,,7,5,LWE02,,,LVL07,,LVL07,QC BULK,,,,EMP02B,MIP08,60,,,5,,0,1,,,,29.6928571428571,41.57,0.3,2,5,,,,,,1,,,,5,7,-,,,,,0,1.5,,,30,40,0,50,0,40,0,40,0,gelap,2,3.33333333333333,3.33333333333333,,,6.5,,,33.0261904761905,44.9033333333333,No,2022-06-08 09:59,Dhyah Ayu Saraswati Devany,
JTK02,P-CSTK-W/390,COPACKING,LR02,P-CSTK-W,M-RWSDCNP-W,M-RWSDC-BULK,Wardah Crystal Secret Radiant Skin Starter Kit,Wardah Crystal Secret Brightening Day Cream 9 ml <SFG>,Wardah Crystal Secret Brightening Day Cream,SECONDARY_LINE,2,390,130,115,11155,11490,,,7,5,LWE02,,,LVL07,,LVL07,QC BULK,,,,EMP02B,MIP08,85,,,3.59,,0,1,,,,26.5595238095238,37.1833333333333,0.3,2,5,,,,,,1,,,,5,7,-,,,,,0,1.5,,,30,30,0,40,0,30,0,40,0,gelap,0,2.83333333333333,2.83333333333333,,,5.09,,,29.3928571428571,40.0166666666667,No,2022-06-08 09:59,Dhyah Ayu Saraswati Devany,
JTK02,P-CSTK-W/900,COPACKING,LR02,P-CSTK-W,FW-RWSABHANP-W,FW-RWSABHA-BULK,Wardah Crystal Secret Radiant Skin Starter Kit,Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 20 ml <SFG>,Wardah Crystal Secret Foaming Cleanser,NOMINAL_LINE,1,900,300,270,12471,12846,,,65,5,LWE01,,,LVL03,,LVL03,QC BULK,,,,TUP08B,MIP08,90,,,7.14,,0,1,,,,3.19769230769231,41.57,0.3,2,5,,,,,,1,,,,3,7,-,,,,,0,1.5,,,25,0,0,10,0,0,25,0,0,gelap,0,0.583333333333333,1,,,8.64,,,3.78102564102564,42.1533333333333,No,2022-06-08 09:59,Dhyah Ayu Saraswati Devany,
JTK02,P-CSTK-W/900,COPACKING,LR02,P-CSTK-W,FW-RWSABHANP-W,FW-RWSABHA-BULK,Wardah Crystal Secret Radiant Skin Starter Kit,Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 20 ml <SFG>,Wardah Crystal Secret Foaming Cleanser,NOMINAL_LINE,1,900,300,270,12471,12846,,,65,5,LWE01,,,LVB05,,LVB05,QC BULK,,,,TUP08B,MIP08,90,,,5,,0,1,,,,3.19769230769231,41.57,0.3,2,5,,,,,,1,,,,3,7,-,,,,,0,1.5,,,25,0,0,10,0,0,25,0,0,gelap,0,0.583333333333333,1,,,6.5,,,3.78102564102564,42.1533333333333,No,2022-06-08 09:59,Dhyah Ayu Saraswati Devany,
JTK01,B-SFLP-EM8G/18,STD,PR01,B-SFLP-EM8G,,B-ESFBBLP-BULK,Emina Sebum Fighter Loose Powder 8 g,,Everyday Shine Free BB Loose Powder,NOMINAL_LINE,1,18,18,18,1872,1928,,,,16,PWE01,,,PSM06,PVT06,PSM06,QC BULK,RUSSEL02,,,,LPP02,40,,,2.75,3,0,0.5,1,,,,1.95,0.5,14,3,2,,,1,1,1,1,,,,8,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,0,5,0,30,0,-,0,0.916666666666667,0.916666666666667,,,3.75,,,,2.86666666666667,No,2022-08-12 06:41,OdooBot,
JTK01,MY-BDMCP04-EM/60,STD,PR01,MY-BDMCP04-EM,,B-DMCP04-BULK,Malaysia Emina Daily Matte Compact Powder 04 Mocca 11 g,,EMINA Daily Matte Compact Powder 04 Mocca,NOMINAL_LINE,1,60,60,60,4968,5117,,,,28,PWE01,,,PSM04,PVT05,PSM04,QC BULK,PMS01,,,,PNP01,70,,,3,1.75,7.5,0.5,1,,,,2.95714285714286,0,0,4,2,,,1,1,1,1,,,,13,Non Pearlize,,,,,0.5,1,0.5,0.75,15,0,5,0,3,5,0,35,0,-,0,1.05,1.05,,,4,,,,4.00714285714286,No,2022-07-21 03:02,Maryam Hadi,Ada lebih dari 1 Bulk Size FM yang menjadi Nominal Line
