item_code,product_description
MY-LEMC14DP-W,Malaysia Wardah Exclusive Matte Lip Cream 14 My Honey Bee 4g
MY-LEMC15DP-W,Malaysia Wardah Exclusive Matte Lip Cream 15 Pinky Plumise 4g
MY-LEMC16DP-W,Malaysia Wardah Exclusive Matte Lip Cream 16 Heartbeet 4g
MY-LEMC17DP-W,Malaysia Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4g
MY-LEMC18DP-W,Malaysia Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4g
MY-LGS01-EM,Malaysia Emina Glossy Stain 01 Autumn Bell 3 g
MY-LGS02-EM,Malaysia Emina Glossy Stain 02 Apple Shower 3 g
MY-LGS03-EM,Malaysia Emina Glossy Stain 03 Candy Rain 3 g
MY-LGS04-EM,Malaysia Emina Glossy Stain 04 Peach Sprinkles 3 g
MY-LGS05-EM,Malaysia Emina Glossy Stain 05 Spring Dazzle 3 g
MY-LHSLWA-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C01 Grace 6.5 g
MY-LHSLWB-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C02 Ballad 6.5 g
MY-LHSLWC-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C03 Poetic 6.5 g
MY-LHSLWD-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C04 Real 6.5 g
MY-LHSLWE-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C05 Swift 6.5 g
MY-LHSLWF-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g
MY-LHSLWG-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C07 Soirée 6.5 g
MY-LHSLWH-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C08 Devoted 6.5 g
MY-LHSLWI-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C09 Admire 6.5 g
MY-LHSLWJ-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C10 Vow 6.5 g
MY-LHSLWK-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C11 Suave 6.5 g
MY-LHSLWL-MO,Malaysia Make Over Hydrastay Smooth Lip Whip C12 Detail 6.5 g
MY-LIMC003-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 003 Secret 6,5 g (Pc(s))"
MY-LIMC004-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 004 Vanity 6,5 g (Pc(s))"
MY-LIMC005-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 005 Impulse 6,5 g (Pc(s))"
MY-LIMC008-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 008 Libertine 6,5 g (Pc(s))"
MY-LIMC009-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 009 Posh 6,5 g (Pc(s))"
MY-LIMC011-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 011 Pompous 6,5 g (Pc(s))"
MY-LIMC013-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 013 Dainty 6,5 g (Pc(s))"
MY-LIMC016-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 016 Pixie 6,5 g (Pc(s))"
MY-LIMC018-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 018 Classic 6,5 g (Pc(s))"
MY-LIMC019-MO,"Malaysia MAKE OVER Intense Matte Lip Cream 019 Vogue 6,5 g (Pc(s))"
MY-LIPEI01-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 01 EXCEPTIONAL 4.2 g
MY-LIPEI02-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g
MY-LIPEI03-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 03 SURREAL 4.2 g
MY-LIPEI04-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 04 GRANDE 4.2 g
MY-LIPEI05-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 05 SPLENDID 4.2 g
MY-LIPEI06-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 06 AUTHENTIC 4.2 g
MY-LIPEI07-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g
MY-LIPEI08-W,Malaysia Wardah Instaperfect Everlast Intense Matte Liquid 08 DASHING 4.2 g
MY-LLACL01-MO,Malaysia MAKE OVER Lip Amplify Contour Liner 01 Exposed 0.2 g
MY-LLACL02-MO,Malaysia MAKE OVER Lip Amplify Contour Liner 02 Flatter 0.2 g
MY-LLACL05-MO,Malaysia MAKE OVER Lip Amplify Contour Liner 05 Pin Up 0.2 g
MY-LLLS01-EM,Malaysia Emina Watercolor Lip Serum 01 Dawn 2 g
MY-LLLS02-EM,Malaysia Emina Watercolor Lip Serum 02 Mist 2 g
MY-LLLS03-EM,Malaysia Emina Watercolor Lip Serum 03 Dusk 2 g
MY-LLLS04-EM,Malaysia Emina Watercolor Lip Serum 04 Haze 2 g
MY-LNLCA-EM,Malaysia Emina Poppin’ Matte 04 Snatched
MY-LNLCB-EM,Malaysia Emina Poppin’ Matte 02 To Be Honest
MY-LNLCC-EM,Malaysia Emina Poppin’ Matte 01 Lowkey
MY-LNLCD-EM,Malaysia Emina Poppin’ Matte 03 Game On
MY-LNLCE-EM,Malaysia Emina Poppin’ Matte 05 Easy Peasy
MY-LPTMC01-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B01 No. 1 7 g
MY-LPTMC02-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B02 Lucky 7 g
MY-LPTMC03-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B03 Hype 7 g
MY-LPTMC04-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B04 Fearless 7 g
MY-LPTMC05-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g
MY-LPTMC06-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B06 Powerful 7 g
MY-LPTMC07-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B07 Amplify 7 g
MY-LPTMC08-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g
MY-LPTMCE-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream 10 Fabulous 7 g
MY-LPTMCF-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream 20 Iconic 7 g
MY-LPTMCG-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream 30 Fame 7 g
MY-LPTMCH-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream 40 Authentic 7 g
MY-LPTMCI-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream 50 Chosen 7 g
MY-LPTMCJ-MO,Malaysia MAKE OVER Powerstay Transferproof Matte Lip Cream 60 VVIP 7 g
MY-LRIPEI01-W,Malaysia Instaperfect Everlast Intense Matte Liquid 01 EXCEPTIONAL 4.2 g
MY-LRIPEI02-W,Malaysia Instaperfect Everlast Intense Matte Liquid 02 TIMELESS 4.2 g
MY-LRIPEI03-W,Malaysia Instaperfect Everlast Intense Matte Liquid 03 SURREAL 4.2 g
MY-LRIPEI04-W,Malaysia Instaperfect Everlast Intense Matte Liquid 04 GRANDE 4.2 g
MY-LRIPEI05-W,Malaysia Instaperfect Everlast Intense Matte Liquid 05 SPLENDID 4.2 g
MY-LRIPEI06-W,Malaysia Instaperfect Everlast Intense Matte Liquid 06 AUTHENTIC 4.2 g
MY-LRIPEI07-W,Malaysia Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g
MY-LRIPEI08-W,Malaysia Instaperfect Everlast Intense Matte Liquid 08 DASHING 4.2 g
MY-LRRIPLMP01-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 01. GLEE 5.5 g
MY-LRRIPLMP02-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g
MY-LRRIPLMP03-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 03. CHIC 5.5 g
MY-LRRIPLMP04-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 04. VIBE 5.5 g
MY-LRRIPLMP05-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 05. HYPE 5.5 g
MY-LRRIPLMP06-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g
MY-LRRIPLMP07-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE 5.5 g
MY-LRRIPLMP08-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g
MY-LRRIPLMP09-W,Malaysia Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g
MY-LSLWCA-W,Malaysia Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g
MY-LSLWCB-W,Malaysia Wardah Colorfit Last All Day Lip Paint 11 Everlast Pink 4.2 g
MY-LSLWCC-W,Malaysia Wardah Colorfit Last All Day Lip Paint 10 Forever Mauve 4.2 g
MY-LSLWCD-W,Malaysia Wardah Colorfit Last All Day Lip Paint 03 Stick To Latte 4.2 g
MY-LSLWCE-W,Malaysia Wardah Colorfit Last All Day Lip Paint 08 Red Repeat 4.2 g
MY-LSLWCF-W,Malaysia Wardah Colorfit Last All Day Lip Paint 07 Brick On 4.2 g
MY-LSLWCG-W,Malaysia Wardah Colorfit Last All Day Lip Paint 01 Peach Till Drop 4.2 g
MY-LSLWCH-W,Malaysia Wardah Colorfit Last All Day Lip Paint 04 Brownderlast 4.2 g
MY-LSLWCI-W,Malaysia Wardah Colorfit Last All Day Lip Paint 09 Timeless Rose 4.2 g
MY-LSLWCJ-W,Malaysia Wardah Colorfit Last All Day Lip Paint 06 Infinite Coral 4.2 g
MY-LSLWCK-W,Malaysia Wardah Colorfit Last All Day Lip Paint 02 Eternal Sunset 4.2 g
MY-LSLWCL-W,Malaysia Wardah Colorfit Last All Day Lip Paint 05 Stay Russet 4.2 g
MY-LSMULGA-EM,Malaysia Emina Squeeze Me Up Lip Glass 01. Surf n’ Slide 6.5 g
MY-LSMULGB-EM,Malaysia Emina Squeeze Me Up Lip Glass 02. Stargaze 6.5 g
MY-LSMULMA-EM,Malaysia Emina Squeeze Me Up Lip Matte 01. Have a Picnic 6.5 g
MY-LSMULMB-EM,Malaysia Emina Squeeze Me Up Lip Matte 02. Bake a Cookie 6.5 g
MY-LSMULMC-EM,Malaysia Emina Squeeze Me Up Lip Matte 03. City Cycling 6.5 g
MY-LSMULMD-EM,Malaysia Emina Squeeze Me Up Lip Matte 04. Lil Dancing 6.5 g
MY-LTCR01-EM,Malaysia Emina Creamytint 01 Brick Town 3.6 g
MY-LTCR02-EM,Malaysia Emina Creamytint 02 Peach Crush 3.6 g
MY-LTCR03-EM,Malaysia Emina Creamytint 03 Sunbeam 3.6 g
MY-LTCR04-EM,Malaysia Emina Creamytint 04 Wild Berry 3.6 g
MY-LTCR05-EM,Malaysia Emina Creamytint 05 Cherry Soda 3.6 g
MY-LTMP04-EM,Malaysia Emina Magic Potion 04 Sienna 5.5 ml
MY-LTMP05-EM,Malaysia Emina Magic Potion 05 Summer 5.5 ml
MY-LTMP06-EM,Malaysia Emina Magic Potion 06 Sassy 5.5 ml
MY-LTMPSG-EM,Malaysia Emina Magic Potion 02 Sunglow 5.5 ml
MY-LTMPSM-EM,Malaysia Emina Magic Potion 03 Smitten 5.5 ml
MY-LTMPSR-EM,Malaysia Emina Magic Potion 01 Scarlet 5.5 ml
MY-MABSE-EM,Malaysia Emina Bright Stuff Essence Sheet Mask 23 g
MY-MALESM-W,Malaysia Wardah Lightening Essence Sheet Mask 20 ml
MY-MAN1-EM,Malaysia Emina Natura Pal Gel Moisturizer 20 ml
MY-MASKEL-MO,Malaysia Make Over Lash Impulse Waterproof Mascara 9 ml
MY-MASKEXPMM-W,Malaysia Wardah EYEXPERT Liftlast Waterproof Mascara 8 ml
MY-MASKSLA-EM,Malaysia Emina Star Lash Aqua Mascara 5 gr (Pc(s))
MY-MASKSMU-EM,Malaysia Emina Squeeze Me Up Mascara 8 g
MY-MBSACNE-EM,Malaysia Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml
MY-MBSC-EM,Malaysia Emina Bright Stuff Moisturizing Cream 20 ml
MY-MBSNC-EM,Malaysia Emina Bright Stuff Night Cream 20 g
MY-MBSTUC-EM,Malaysia Emina Bright Stuff Tone Up Cream 20 ml
MY-MCDMM-W,Malaysia Wardah C-Defense Mousse Moisturizer 30 g
MY-MCSAHG-W,Malaysia Wardah Crystallure Supreme Advanced Hydra Gel 50 g
MY-MCSAOC-W,Malaysia Wardah Crystallure Supreme Activating Overnight Cream 50 g
MY-MCSRRC-W,Malaysia Wardah Crystallure Supreme Revitalizing Rich Cream 50 g
MY-MLDCN2-W,Malaysia Wardah Lightening Day Cream Advanced Niacinamide 30 g
MY-MLDGN1-W,Malaysia Wardah Lightening Day Gel 30 g
MY-MLNCN2-W,Malaysia Wardah Lightening Night Cream Advanced Niacinamide 30 g
MY-MNFSAGNC3-W,Malaysia Wardah NFS Renew You Anti Aging Night Cream 3 ml (Pc(s))
MY-MNFSPBNC-W,Malaysia Wardah NFS Perfect Bright Night Cream 3 ml
MY-MPBNC20-W,Malaysia Wardah Perfect Bright Bright + Night Glow Night Moisturizer 20 ml
MY-MPHAG-EM,Malaysia Emina Ms. Pimple Acne Solution Moisturizing Gel 20 ml
MY-MPSWC-MO,Malaysia MAKE OVER Powerskin Water Charge Moisturizer 42 ml
MY-MRHDGN1-W,Malaysia Wardah Hydra Rose Dewy Aqua Day Gel 40 g
MY-MRHOVN1-W,Malaysia Wardah Hydra Rose Moisture Rich Night Gel 40 g
MY-MRPBNS20-W,Malaysia Wardah Perfect Bright Moisturizer Bright + Smooth Glow SPF 30 PA+++ 20 ml
MY-MRPBSPF30-W,Malaysia Wardah Perfect Bright Moisturizer Bright + Oil Control SPF 30 PA+++ 20 ml
MY-MRRYDCN2-W,Malaysia Wardah Renew You Day Cream 30 g (Pc(s))
MY-MRRYNCN2-W,Malaysia Wardah Renew You Night Cream 30 g (Pc(s))
MY-MRWSDCN2-W,Malaysia Wardah Crystal Secret Brightening Day Cream 30 g
MY-MRWSNCN2-W,Malaysia Wardah Crystal Secret Bright Activating Night Cream 30 g
MY-MSM01-KA,Malaysia Kahf Triple Protection Sunscreen Moisturizer 30 ml
MY-MURDIS-EM,Malaysia Emina Dirt-less In Sight Make Up Remover 50 ml (Pc(s))
MY-PCLR-W,Malaysia Wardah Colorfit Series Hampers
MY-PCSTK-W,Malaysia Wardah Crystal Secret Radiant Skin Starter Kit
MY-PLHRM-W,Malaysia Wardah Lightening Hampers Ramadan Untuk Mencerahkan
MY-PNFSBCSDCFW-W,Malaysia Wardah NFS Bundling Crystal Secret Brightening Day Cream 30 g + Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 3 ml Sachet
MY-PRFRELF01-W,Twin Pack Malaysia Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml
MY-PRFRELF02-W,Twin Pack Malaysia Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml
MY-PRHDSSK-W,"Malaysia Wardah Hydra Rose Dewy Skin Starter Kit (Facial Wash 20 ml, Toner 30 ml, Day Gel 8 ml)"
MY-PRMPCCGR-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Green 25 ml
MY-PRMPCCLC-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Lilac 25 ml
MY-PRMPCCPC-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Peach 25 ml
MY-PRMPCCYW-MO,Malaysia MAKE OVER POWERSTAY Color Correcting Primer Yellow 25 ml
MY-PRMPR-EM,Malaysia Emina Pore Ranger 20 ml (Pc(s))
MY-PRMRRIPSP-W,Malaysia Instaperfect Blur Mattifying Primer 20 ml
MY-PRMVCPM-MO,Malaysia MAKE OVER Velvet Mattifying Primer 20 ml
MY-PRTCRE02-W,Twin Pack Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g
MY-PRTCRE04-W,Twin Pack Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g
MY-RAASTG-W,Malaysia Wardah Acnederm Acne Spot Gel 15 ml
MY-RADM-W,Malaysia Wardah Acnederm Day Moisturizer 40 ml
MY-RAFP-W,Malaysia Wardah Acnederm Face Powder 20 g
MY-RANTM-W,Malaysia Wardah Acnederm Night Treatment Moisturizer 40 ml
MY-RAPBB-W,Malaysia Wardah Acnederm Pore Blackhead Balm 20 g
MY-RAPFC-W,Malaysia Wardah Acnederm Pure Foaming Cleanser 60 ml
MY-RAPRT-W,Malaysia Wardah Acnederm Pore Refining Toner 100 ml
MY-RBBCEL-W,Malaysia Wardah Everyday BB Cream Light 30 ml
MY-RBBCEN-W,Malaysia Wardah Everyday BB Cream Natural 30 ml
MY-RBBCLLN1-W,Malaysia Wardah Lightening BB Cream Light 30 ml
MY-RBBCLLN2-W,Malaysia Wardah Lightening BB Cream Light 15 ml
MY-RBBCLNN1-W,Malaysia Wardah Lightening BB Cream Natural 30 ml
MY-RBBCLNN2-W,Malaysia Wardah Lightening BB Cream Natural 15 ml
MY-RBESFBBLP-W,Malaysia Wardah Everyday Shine Free BB Loose Powder 8 g
MY-RBOA-W,Malaysia Wardah Blush On A 4 g
MY-RBOC-W,Malaysia Wardah Blush On C 4 g
MY-RBOE01-W,Malaysia Wardah Exclusive Blush On 01 Rosy Pink 6.5 g
MY-RBOE02-W,Malaysia Wardah Exclusive Blush On 02 Coral Peach 6.5 g
MY-RCUSEFC01-W,Malaysia Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g
MY-RCUSEFC02-W,Malaysia Wardah Exclusive Flawless Cover Cushion 02 Honey Beige 15 g
MY-RCUSEFC03-W,Malaysia Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g
MY-RCUSEFC04-W,Malaysia Wardah Exclusive Flawless Cover Cushion 04 Natural 15 g
MY-RDDCCDL-W,Malaysia Wardah C-defense DD Cream 01 Light 20 ml
MY-RDDCCDN-W,Malaysia Wardah C-defense DD Cream 02 Natural 20 ml
MY-REBEK-W,Malaysia Wardah EyeXpert Eyebrow Kit 3 g
MY-REBIPB3M01-W,Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g
MY-REBIPB3M02-W,Malaysia Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g
MY-RELBL-W,Malaysia Wardah Eyeliner Pencil Black 1.14 g
MY-RELEOHB-W,Malaysia Wardah EyeXpert Optimum Hi-Black Liner 1 g
MY-RELESL-W,Malaysia Wardah EyeXpert Staylast Liquid Eyeliner 3.5 g
MY-RELIPHPB-W,Malaysia Wardah Instaperfect HYPERGETIC Precise Black Liner 1 g
MY-REMCDAMG-W,Malaysia Wardah Crystallure Supreme Double Action Micellar Gel 150 ml
MY-REMCO-MO,Malaysia Make Over Powerskin Ultra Deep Cleansing Oil 190 ml
MY-REMLOIMWN2-W,Malaysia Wardah Lightening Oil-Infused Micellar Water 100 ml
MY-REMOIMW-MO,Malaysia MAKE OVER POWERSKIN Bi-Phase Oil Micellar Water 200 ml
MY-REMRBSMWN1-EM,Malaysia Emina Bright Stuff Micellar Water 100 ml
MY-REMRPBTUMW-W,Malaysia Wardah Perfect Bright Bright + Tone Up Micellar Water 100 ml
MY-REMSBRMW-EM,Malaysia Emina Skin Buddy Micellar Water 100 ml
MY-RESA-W,Malaysia Wardah Eye Shadow A 3.3 g
MY-RESEP01-W,Malaysia Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g
MY-RESEP02-W,Malaysia Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g
MY-RESG-W,Malaysia Wardah Eye Shadow G 3.3 g
MY-RESI-W,Malaysia Wardah Eye Shadow I 3.3 g
MY-RESNCCL-W,Malaysia Wardah EyeXpert Eyeshadow Classic 3.3 gr
MY-RESNCPS-W,Malaysia Wardah EyeXpert Eyeshadow Passionate 3.3 gr
MY-RFMICD-W,Malaysia Wardah C-defense Face Mist 55 ml
MY-RFMPBPO-W,Malaysia Wardah Perfect Bright Peel Off Mask 60 ml
MY-RFRELF01-W,Malaysia Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml
MY-RFRELF02-W,Malaysia Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml
MY-RFRELF03-W,Malaysia Wardah Exclusive Liquid Foundation 03 Sandy Beige 20 ml
MY-RFRELF04-W,Malaysia Wardah Exclusive Liquid Foundation 04 Natural 20 ml
MY-RFRELF05-W,Malaysia Wardah Exclusive Liquid Foundation 05 Coffee Beige 20 ml
MY-RFSSB-W,Malaysia Wardah Nature Daily Seaweed Balancing Facial Scrub 60 ml
MY-RFWAH-W,Malaysia Wardah Nature Daily Aloe Hydramild Facial Wash 100 ml
MY-RFWCD-W,Malaysia Wardah C-defense Energizing Creamy Wash 100 ml
MY-RFWPBCFBO-W,Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml
MY-RFWPBCFBS-W,Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml
MY-RFWSB-W,Malaysia Wardah Nature Daily Seaweed Balancing Facial Wash 60 ml
MY-RHBLAHMG-W,Malaysia Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml
MY-RLBEVFSG-W,Malaysia Wardah Everyday Fruity Sheer Lip Balm Grape 4 g
MY-RLBEVFSS-W,Malaysia Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g
MY-RLBEVLNGT-W,Malaysia Wardah Everyday Moisture Lip Nutrition Green Tea 4 g
MY-RLBEVLNH-W,Malaysia Wardah Everyday Moisture Lip Nutrition Honey 4 g
MY-RLCVM01-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 01 Brown Dreamer 4 g
MY-RLCVM02-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g
MY-RLCVM03-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 03 Rose Ballerina 4 g
MY-RLCVM04-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g
MY-RLCVM05-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g
MY-RLCVM06-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 06 Fuchsia Lover 4 g
MY-RLCVM07-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 07 Red Pioneer 4 g
MY-RLCVM08-W,Malaysia Wardah Colorfit Velvet Matte Lip Mousse 08 Brown Creator 4 g
MY-RLEMC01-W,Malaysia Wardah Exclusive Matte Lip Cream 01 Red-dicted 4 g
MY-RLEMC02-W,Malaysia Wardah Exclusive Matte Lip Cream 02 Fuschionately 4 g
MY-RLEMC03-W,Malaysia Wardah Exclusive Matte Lip Cream 03 See You Latte 4 g
MY-RLEMC04-W,Malaysia Wardah Exclusive Matte Lip Cream 04 Pink Me 4 g
MY-RLEMC05-W,Malaysia Wardah Exclusive Matte Lip Cream 05 Speachless 4 g
MY-RLEMC06-W,Malaysia Wardah Exclusive Matte Lip Cream 06 Feeling Red 4 g
MY-RLEMC07-W,"Malaysia Wardah Exclusive Matte Lip Cream 07 Hello, Ruby. 4 g"
MY-RLEMC08-W,Malaysia Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4 g
MY-RLEMC09-W,Malaysia Wardah Exclusive Matte Lip Cream 09 Mauve On! 4 g
MY-RLEMC10-W,Malaysia Wardah Exclusive Matte Lip Cream 10 Berry Pretty 4 g
MY-RLEMC11-W,Malaysia Wardah Exclusive Matte Lip Cream 11 Oh So Nude! 4 g
MY-RLEMC12-W,Malaysia Wardah Exclusive Matte Lip Cream 12 Plum It Up 4 g
MY-RLEMC13-W,Malaysia Wardah Exclusive Matte Lip Cream 13 Fruit Punch 4 g
MY-RLEMC14-W,Malaysia Wardah Exclusive Matte Lip Cream 14 My Honey Bee 4 g
MY-RLEMC15-W,Malaysia Wardah Exclusive Matte Lip Cream 15 Pinky Plumise 4 g
MY-RLEMC16-W,Malaysia Wardah Exclusive Matte Lip Cream 16 Heartbeet 4 g
MY-RLEMC17-W,Malaysia Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4 g
MY-RLEMC18-W,Malaysia Wardah Exclusive Matte Lip Cream 18 Saturdate Night 4 g
MY-RLEVCL01-W,"Malaysia Wardah Everyday Cheek and Lip Tint 01 Red, Set, Glow! 5.5 g"
MY-RLEVCL02-W,Malaysia Wardah Everyday Cheek and Lip Tint 02 My Baerry! 5.5 g
MY-RLEVCL03-W,Malaysia Wardah Everyday Cheek and Lip Tint 03 Pink on Point! 5.5 g
MY-RLIPMLMP01-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 01. GLEE 5.5 g
MY-RLIPMLMP02-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g
MY-RLIPMLMP03-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 03. CHIC 5.5 g
MY-RLIPMLMP04-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 04. VIBE 5.5 g
MY-RLIPMLMP05-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 05. HYPE 5.5 g
MY-RLIPMLMP06-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 06. FLAIR 5.5 g
MY-RLIPMLMP07-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 07. DAZZLE 5.5 g
MY-RLIPMLMP08-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 08. EDGE 5.5 g
MY-RLIPMLMP09-W,Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 09. ICON 5.5 g
MY-RMAHC-W,Malaysia Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml
MY-RMASKEEAL-W,Malaysia Wardah EyeXpert Aqua Lash Mascara 6 g
MY-RMASKEEPC-W,Malaysia Wardah EyeXpert Perfectcurl Mascara 7 g
MY-RMASKEEVE-W,Malaysia Wardah EyeXpert The Volume Expert Mascara 7 g
MY-RMPBNS-W,Malaysia Wardah Perfect Bright Moisturizer Normal Skin 20 ml
MY-RMPBSPF-W,Malaysia Wardah Perfect Bright Moisturizer SPF 28 20 ml
MY-RMWHPG-W,Malaysia Wardah Nature Daily Witch Hazel Purifying Moisturizer Gel 40 ml
MY-RPRMIPPF-W,Malaysia Wardah Instaperfect POREFECTION Skin Primer 20 ml
MY-RREMEEM-W,Malaysia Wardah EyeXpert Eye & Lip Makeup Remover 100 ml
MY-RREMPBTUMW-W,Malaysia Wardah Perfect Bright Tone Up Micellar Water 100 ml
MY-RREMSCMWN1-W,Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml
MY-RREMSCMWN2-W,Malaysia Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml
MY-RSRMCD-W,Malaysia Wardah C-defense Serum 17 ml
MY-RTCRE01-W,Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g
MY-RTCRE02-W,Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g
MY-RTCRE03-W,Malaysia Wardah Exclusive Two Way Cake 03 Sandy Beige 12 g
MY-RTCRE04-W,Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g
MY-RTCRE05-W,Malaysia Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g
MY-SRMAN1-EM,Malaysia Emina Natura Pal Splash Serum 40 ml
MY-SRMASRM-W,Malaysia Wardah Acnederm Acne Care Serum 15 ml
MY-SRMASSE-EM,Malaysia Emina Ms. Pimple Acne Solution Spot Gel 15 ml
